step,model_name,quant_method,weight_bits,activation_bits,kv_cache_bits,data_ms,preprocess_ms,vision_ms,llm_ms,action_ms,model_latency_ms,end_to_end_latency_ms
0,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.06366899469867349,2.3914740013424307,6.588393996935338,86.05952802463435,0.1684809976723045,92.81640301924199,95.27154601528309
1,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.05756501923315227,2.2293330112006515,6.344515015371144,85.74220098671503,0.1639789843466133,92.25069498643279,94.5375930168666
2,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.05834200419485569,94.93686398491263,6.749427004251629,86.24420099658892,0.16654198407195508,93.1601699849125,188.15537597402
3,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.06771599873900414,95.58462299173698,6.722117017488927,85.93308596755378,0.13923802180215716,92.79444100684486,188.44677999732085
4,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.05490198964253068,96.04061499703676,6.409934023395181,85.97752996138297,0.17569400370121002,92.56315798847936,188.65867497515865
5,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.0645540130790323,97.5536179903429,6.675676006125286,85.90110199293122,0.17692000255919993,92.7536980016157,190.37187000503764
6,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.07030999404378235,6.546882999828085,6.392870011040941,85.86566301528364,0.13815099373459816,92.39668402005918,99.01387701393105
7,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.05616500857286155,91.86934900935739,6.6570499911904335,85.7811970054172,0.1910270075313747,92.629274004139,184.55478802206926
8,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.0680510129313916,96.37690099771135,6.761534983525053,85.67090204451233,0.16401198809035122,92.59644901612774,189.04140102677047
9,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.06051201489754021,2.2639789967797697,6.531460006954148,85.82169297733344,0.17328301328234375,92.52643599756993,94.85092700924724
