model_name,quant_method,model_latency_speedup,end_to_end_latency_speedup,vision_latency_speedup,llm_latency_speedup,action_latency_speedup,peak_memory_reduction_percent,model_size_reduction_percent,effective_tflops_per_second,effective_tflops_per_second_improvement
openvla-7b-finetuned-libero-spatial:bf16,bf16,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.699276635989547,1.0
openvla-7b-finetuned-libero-spatial:fp8,direct-fp8-tensorwise-scaled-mm,1.248438576378372,1.4466890526028306,1.042047557899559,1.2677868133014416,1.1126648046537464,41.77290028011424,42.84194056568765,15.854266844469912,1.248438576378372
