model_name,quant_method,model_latency_speedup,end_to_end_latency_speedup,vision_latency_speedup,llm_latency_speedup,action_latency_speedup,peak_memory_reduction_percent,model_size_reduction_percent,effective_tflops_per_second,effective_tflops_per_second_improvement
openvla-7b-finetuned-libero-spatial:fp16,fp16,1.0,1.0,1.0,1.0,1.0,0.0,0.0,13.377834885884113,1.0
openvla-7b-finetuned-libero-spatial:bnb_int8,bitsandbytes-Linear8bitLt,0.6169893008855616,0.5520436505924659,0.9031961850174379,0.6043287131883938,1.0115787764377684,41.75283160162862,42.841952420646734,8.253980993604117,0.6169893008855617
