step,model_name,quant_method,weight_bits,activation_bits,kv_cache_bits,data_ms,preprocess_ms,vision_ms,llm_ms,action_ms,model_latency_ms,end_to_end_latency_ms
0,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.07023400394245982,2.3739010212011635,6.489217019407079,98.71897698030807,0.15342500410042703,105.36161900381558,107.8057540289592
1,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.05253602284938097,2.1002220164518803,6.34522398468107,98.68901103618555,0.1388269884046167,105.17306200927123,107.3258200485725
2,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.047456996981054544,2.134979993570596,6.284570001298562,98.57824296341278,0.13451502309180796,104.99732798780315,107.1797649783548
3,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.04772699321620166,2.1033180237282068,6.324963993392885,98.74435100937262,0.14469900634139776,105.2140140091069,107.36505902605131
4,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.04862598143517971,62.8437610284891,6.32228801259771,98.67473196936771,0.11259500752203166,105.10961498948745,168.00200199941173
5,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.037976016756147146,2.0390749850776047,6.18163199396804,98.86735698091798,0.14631700469180942,105.19530597957782,107.27235698141158
6,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.04912400618195534,2.206343022407964,6.226398982107639,98.65547801018693,0.12109300587326288,105.00296999816783,107.25843702675775
7,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.04305000766180456,2.10162898292765,6.184175988892093,98.88840300845914,0.16367199714295566,105.23625099449418,107.38092998508364
8,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.057541998103260994,2.2780110011808574,6.314645987004042,98.58106501633301,0.1562309917062521,105.05194199504331,107.38749499432743
9,openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.05172600504010916,2.2877750161569566,6.270519981626421,98.77005300950259,0.16668098396621644,105.20725397509523,107.5467549962923
