model_name,quant_method,weight_bits,activation_bits,kv_cache_bits,data_ms_mean,data_ms_std,data_ms_p50,data_ms_p90,data_ms_p95,data_ms_min,data_ms_max,preprocess_ms_mean,preprocess_ms_std,preprocess_ms_p50,preprocess_ms_p90,preprocess_ms_p95,preprocess_ms_min,preprocess_ms_max,vision_ms_mean,vision_ms_std,vision_ms_p50,vision_ms_p90,vision_ms_p95,vision_ms_min,vision_ms_max,llm_ms_mean,llm_ms_std,llm_ms_p50,llm_ms_p90,llm_ms_p95,llm_ms_min,llm_ms_max,action_ms_mean,action_ms_std,action_ms_p50,action_ms_p90,action_ms_p95,action_ms_min,action_ms_max,model_latency_ms_mean,model_latency_ms_std,model_latency_ms_p50,model_latency_ms_p90,model_latency_ms_p95,model_latency_ms_min,model_latency_ms_max,end_to_end_latency_ms_mean,end_to_end_latency_ms_std,end_to_end_latency_ms_p50,end_to_end_latency_ms_p90,end_to_end_latency_ms_p95,end_to_end_latency_ms_min,end_to_end_latency_ms_max,peak_cuda_memory_mb,allocated_cuda_memory_mb,reserved_cuda_memory_mb,model_size_mb,theoretical_tflops,effective_tflops_per_second,speedup_vs_baseline,memory_reduction_vs_baseline,model_size_reduction_vs_baseline,tflops_mu,tflops_mu_tilde,tflops_flops_full,tflops_flops_prune,tflops_tflops_full,tflops_tflops_prune,tflops_flops_ratio,tflops_flops_reduction_percent
openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.06474799010902643,0.0,0.06474799010902643,0.06474799010902643,0.06474799010902643,0.06474799010902643,0.06474799010902643,97.04611401888542,0.0,97.04611401888542,97.04611401888542,97.04611401888542,97.04611401888542,97.04611401888542,188.41588799841702,0.0,188.41588799841702,188.41588799841702,188.41588799841702,188.41588799841702,188.41588799841702,348.1257689616177,0.0,348.1257689616177,348.1257689616177,348.1257689616177,348.1257689616177,348.1257689616177,0.20740102627314627,0.0,0.20740102627314627,0.20740102627314627,0.20740102627314627,0.20740102627314627,0.20740102627314627,536.7490579863079,0.0,536.7490579863079,536.7490579863079,536.7490579863079,536.7490579863079,536.7490579863079,633.8599199953023,0.0,633.8599199953023,633.8599199953023,633.8599199953023,633.8599199953023,633.8599199953023,14752.134765625,14460.66796875,14826.0,14415.776245117188,1.424658530304,2.654235734756226,1.0,0.0,0.0,279,279.0,1424658530304,1424658530304.0,1.424658530304,1.424658530304,1.0,0.0
openvla-7b-finetuned-libero-spatial:w4a8,w4a8,4,8,16,0.0566829985473305,0.0,0.0566829985473305,0.0566829985473305,0.0566829985473305,0.0566829985473305,0.0566829985473305,86.33238197420724,0.0,86.33238197420724,86.33238197420724,86.33238197420724,86.33238197420724,86.33238197420724,8.50693098618649,0.0,8.50693098618649,8.50693098618649,8.50693098618649,8.50693098618649,8.50693098618649,95.41354202316143,0.0,95.41354202316143,95.41354202316143,95.41354202316143,95.41354202316143,95.41354202316143,0.15988099039532244,0.0,0.15988099039532244,0.15988099039532244,0.15988099039532244,0.15988099039532244,0.15988099039532244,104.08035399974324,0.0,104.08035399974324,104.08035399974324,104.08035399974324,104.08035399974324,104.08035399974324,190.4694189724978,0.0,190.4694189724978,190.4694189724978,190.4694189724978,190.4694189724978,190.4694189724978,8576.353515625,8284.88671875,8650.0,8239.777954101562,1.424658530304,13.688063842552982,5.157064108252668,41.86364446988804,42.84194056568765,279,279.0,1424658530304,1424658530304.0,1.424658530304,1.424658530304,1.0,0.0
