model_name,quant_method,weight_bits,activation_bits,kv_cache_bits,data_ms_mean,data_ms_std,data_ms_p50,data_ms_p90,data_ms_p95,data_ms_min,data_ms_max,preprocess_ms_mean,preprocess_ms_std,preprocess_ms_p50,preprocess_ms_p90,preprocess_ms_p95,preprocess_ms_min,preprocess_ms_max,vision_ms_mean,vision_ms_std,vision_ms_p50,vision_ms_p90,vision_ms_p95,vision_ms_min,vision_ms_max,llm_ms_mean,llm_ms_std,llm_ms_p50,llm_ms_p90,llm_ms_p95,llm_ms_min,llm_ms_max,action_ms_mean,action_ms_std,action_ms_p50,action_ms_p90,action_ms_p95,action_ms_min,action_ms_max,model_latency_ms_mean,model_latency_ms_std,model_latency_ms_p50,model_latency_ms_p90,model_latency_ms_p95,model_latency_ms_min,model_latency_ms_max,end_to_end_latency_ms_mean,end_to_end_latency_ms_std,end_to_end_latency_ms_p50,end_to_end_latency_ms_p90,end_to_end_latency_ms_p95,end_to_end_latency_ms_min,end_to_end_latency_ms_max,peak_cuda_memory_mb,allocated_cuda_memory_mb,reserved_cuda_memory_mb,model_size_mb,theoretical_tflops,effective_tflops_per_second,speedup_vs_baseline,memory_reduction_vs_baseline,model_size_reduction_vs_baseline,tflops_mu,tflops_mu_tilde,tflops_flops_full,tflops_flops_prune,tflops_tflops_full,tflops_tflops_prune,tflops_flops_ratio,tflops_flops_reduction_percent
openvla-7b-finetuned-libero-spatial:bf16,bf16,16,16,16,0.06217860500328243,0.005167454809627098,0.06209050479810685,0.06827691104263067,0.06929345254320651,0.05490198964253068,0.07030999404378235,58.579363898024894,45.12391643642633,93.40310649713501,96.4945726969745,97.0240953436587,2.2293330112006515,97.5536179903429,6.583297805627808,0.14787135895956227,6.622721994062886,6.7506378021789715,6.756086392852012,6.344515015371144,6.761534983525053,85.89971029723529,0.15806360732678087,85.88338250410743,86.0779953218298,86.16109815920936,85.67090204451233,86.24420099658892,0.16573269967921078,0.01548597906599362,0.1675114908721298,0.1783307030564174,0.18467885529389602,0.13815099373459816,0.1910270075313747,92.6487408025423,0.23859680520208873,92.61286151013337,92.85077971580904,93.00547485036077,92.25069498643279,93.1601699849125,151.29028330557048,45.24629483010368,186.35508199804462,189.1744479245972,189.7731589648174,94.5375930168666,190.37187000503764,14524.52099609375,14462.66015625,14590.0,14415.776245117188,0.2776170496,2.9964470881657372,1.0,0.0,0.0,55,55.0,277617049600,277617049600.0,0.2776170496,0.2776170496,1.0,0.0
