model_name,quant_method,model_latency_speedup,end_to_end_latency_speedup,vision_latency_speedup,llm_latency_speedup,action_latency_speedup,peak_memory_reduction_percent,model_size_reduction_percent,effective_tflops_per_second,effective_tflops_per_second_improvement
openvla-7b-finetuned-libero-spatial:bf16,bf16,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.654235734756226,1.0
openvla-7b-finetuned-libero-spatial:w4a8,w4a8,5.157064108252668,3.327882887524461,22.14851493498252,3.6485991566806204,1.297221300420554,41.86364446988804,42.84194056568765,13.688063842552982,5.157064108252668
