label,data_ms_mean,data_ms_p50,data_ms_p95,data_ms_std,preprocess_ms_mean,preprocess_ms_p50,preprocess_ms_p95,preprocess_ms_std,vision_ms_mean,vision_ms_p50,vision_ms_p95,vision_ms_std,llm_ms_mean,llm_ms_p50,llm_ms_p95,llm_ms_std,action_ms_mean,action_ms_p50,action_ms_p95,action_ms_std,model_ms_mean,model_ms_p50,model_ms_p95,model_ms_std,e2e_ms_mean,e2e_ms_p50,e2e_ms_p95,e2e_ms_std
baseline,0.0,0.0,0.0,0.0,38.52775306224823,3.6201599836349487,161.88274459838868,66.2698995163943,6.7359512796247145,6.585791499674087,7.730603195159344,0.4224074550899872,8.279137319987058,8.225067500461591,8.624509247601964,0.13816581644059392,31.907781440313556,31.810699500056216,32.3806861484627,0.5327737067873879,46.92287003992533,46.636156001113704,48.04803394818009,0.9085276019911918,85.45062310217355,50.286061005012016,210.21105491783237,66.80364832590637
cached_full_cache,0.0,0.0,0.0,0.0,16.405011897087096,3.5510239601135254,107.74702892303443,38.439653127964725,6.71671474010509,6.5924960017582634,7.593293549871304,0.3788481918167552,8.263288780217408,8.229347000451526,8.548622398848238,0.11692111722306661,31.926466260047164,31.905701000141562,32.71169725085201,0.48878779942981004,46.90646978036966,46.86248150210304,47.86339119891636,0.6025666038175719,63.31148167745676,50.3987319200387,155.55628742294476,38.770314085865095
